concept,feature,label
motorcycle,has a clutch,1
moped,has a clutch,0
car,has a clutch,0
truck,has a clutch,0
motorcycle,can have a sidecar,1
moped,can have a sidecar,0
car,can have a sidecar,0
truck,can have a sidecar,0
tricycle,has pedals,1
unicycle,has pedals,1
motorcycle,has pedals,1
cart,has pedals,0
van,has pedals,0
trolley,has pedals,0
tank,has pedals,0
wheelbarrow,has pedals,0
bicycle,has pedals,0
tractor,has pedals,0
carriage,has pedals,0
skateboard,has pedals,0
mouse,eats cheese,1
hamster,eats cheese,0
squirrel,eats cheese,0
rat,eats cheese,0
mouse,is chased by cats,1
rat,is chased by cats,1
beaver,is chased by cats,0
hamster,is chased by cats,0
chipmunk,is chased by cats,0
squirrel,is chased by cats,0
porcupine,is chased by cats,0
gerbil,is chased by cats,0
mouse,is vermin,1
pigeon,is vermin,1
rat,is vermin,1
hamster,is vermin,0
chipmunk,is vermin,0
porcupine,is vermin,0
gerbil,is vermin,0
squirrel,is vermin,0
turkey,is vermin,0
beaver,is vermin,0
chicken,is vermin,0
dove,is vermin,0
mouse,eats grains,1
hamster,eats grains,0
squirrel,eats grains,0
rat,eats grains,0
mouse,lives in small holes,1
hamster,lives in small holes,0
squirrel,lives in small holes,0
rat,lives in small holes,0
mouse,has pink ears,1
hamster,has pink ears,0
squirrel,has pink ears,0
rat,has pink ears,0
mouse,has pink feet,1
hamster,has pink feet,0
squirrel,has pink feet,0
rat,has pink feet,0
sock,can be made of insulated material,1
wetsuit,can be made of insulated material,1
mug,can be made of insulated material,1
bucket,can be made of insulated material,0
scarf,can be made of insulated material,0
barrel,can be made of insulated material,0
leotard,can be made of insulated material,0
veil,can be made of insulated material,0
helmet,can be made of insulated material,0
gloves,can be made of insulated material,0
jar,can be made of insulated material,0
apron,can be made of insulated material,0
mug,is used at tea-time,1
jar,is used at tea-time,0
bucket,is used at tea-time,0
barrel,is used at tea-time,0
mushroom,is a fungus,1
cucumber,is a fungus,0
leek,is a fungus,0
pumpkin,is a fungus,0
mushroom,has a cap,1
cucumber,has a cap,0
leek,has a cap,0
pumpkin,has a cap,0
mushroom,has spores,1
cucumber,has spores,0
leek,has spores,0
pumpkin,has spores,0
squid,has a rubber like texture,1
mushroom,has a rubber like texture,1
cucumber,has a rubber like texture,0
leek,has a rubber like texture,0
pumpkin,has a rubber like texture,0
octopus,has a rubber like texture,0
mussel,has a rubber like texture,0
scallop,has a rubber like texture,0
mushroom,can be button shaped,1
cucumber,can be button shaped,0
leek,can be button shaped,0
pumpkin,can be button shaped,0
mussel,has a soft body,1
clam,has a soft body,0
scallop,has a soft body,0
oyster,has a soft body,0
mussel,has two shells,1
clam,has two shells,0
scallop,has two shells,0
oyster,has two shells,0
mussel,is a clam,1
clam,is a clam,0
scallop,is a clam,0
oyster,is a clam,0
mussel,attaches to rocks,1
clam,attaches to rocks,0
scallop,attaches to rocks,0
oyster,attaches to rocks,0
mussel,is made of calcium carbonate,1
scallop,is made of calcium carbonate,1
octopus,is made of calcium carbonate,0
slug,is made of calcium carbonate,0
oyster,is made of calcium carbonate,0
clam,is made of calcium carbonate,0
snail,is made of calcium carbonate,0
squid,is made of calcium carbonate,0
nail,has a flat head,1
screw,has a flat head,1
clamp,has a flat head,0
spirit_level,has a flat head,0
bomb,has a flat head,0
strainer,has a flat head,0
mirror,has a flat head,0
peeler,has a flat head,0
nail,can go into wall,1
spirit_level,can go into wall,0
screw,can go into wall,0
peeler,can go into wall,0
nail,is used to hang frames,1
spirit_level,is used to hang frames,0
screw,is used to hang frames,0
peeler,is used to hang frames,0
nail,is used to hang things up,1
spirit_level,is used to hang things up,0
screw,is used to hang things up,0
peeler,is used to hang things up,0
nail,can join things,1
spirit_level,can join things,0
screw,can join things,0
peeler,can join things,0
nail,has grooves,1
screw,has grooves,1
clamp,has grooves,0
spirit_level,has grooves,0
bomb,has grooves,0
strainer,has grooves,0
mirror,has grooves,0
peeler,has grooves,0
nectarine,has furry skin,1
apple,has furry skin,0
avocado,has furry skin,0
date,has furry skin,0
radio,reports news,1
camera,reports news,0
television,reports news,0
rollerskate,reports news,0
nightingale,is poetic,1
magpie,is poetic,0
starling,is poetic,0
robin,is poetic,0
nose,is used for smelling,1
heart,is used for smelling,0
ear,is used for smelling,0
eye,is used for smelling,0
nose,has nostrils,1
heart,has nostrils,0
ear,has nostrils,0
eye,has nostrils,0
nose,has two nostrils,1
heart,has two nostrils,0
ear,has two nostrils,0
eye,has two nostrils,0
nose,is in the centre of the face,1
heart,is in the centre of the face,0
ear,is in the centre of the face,0
eye,is in the centre of the face,0
nose,can sneeze,1
heart,can sneeze,0
ear,can sneeze,0
eye,can sneeze,0
nose,produces mucus,1
heart,produces mucus,0
ear,produces mucus,0
eye,produces mucus,0
nose,is affected during a cold,1
heart,is affected during a cold,0
ear,is affected during a cold,0
eye,is affected during a cold,0
nose,can sniff,1
heart,can sniff,0
ear,can sniff,0
eye,can sniff,0
nose,is between the mouth and eyes,1
heart,is between the mouth and eyes,0
ear,is between the mouth and eyes,0
eye,is between the mouth and eyes,0
nose,is used to inhale air,1
heart,is used to inhale air,0
ear,is used to inhale air,0
eye,is used to inhale air,0
nose,can have freckles,1
heart,can have freckles,0
ear,can have freckles,0
eye,can have freckles,0
nose,has pores,1
heart,has pores,0
ear,has pores,0
eye,has pores,0
nose,has turbinates,1
heart,has turbinates,0
ear,has turbinates,0
eye,has turbinates,0
nose,is below the eyes,1
heart,is below the eyes,0
ear,is below the eyes,0
eye,is below the eyes,0
nut,is eaten by squirrels,1
coconut,is eaten by squirrels,0
date,is eaten by squirrels,0
peanut,is eaten by squirrels,0
nut,is an allergen,1
peanut,is an allergen,1
kiwi,is an allergen,0
apple,is an allergen,0
pear,is an allergen,0
coconut,is an allergen,0
date,is an allergen,0
apricot,is an allergen,0
nut,has a kernel,1
coconut,has a kernel,0
date,has a kernel,0
peanut,has a kernel,0
nut,is used to make peanut butter,1
coconut,is used to make peanut butter,0
date,is used to make peanut butter,0
peanut,is used to make peanut butter,0
oak,has acorns,1
chestnut,has acorns,0
willow,has acorns,0
elm,has acorns,0
oak,is a habitat for animals,1
chestnut,is a habitat for animals,0
willow,is a habitat for animals,0
elm,is a habitat for animals,0
oak,provides strong wood,1
chestnut,provides strong wood,0
willow,provides strong wood,0
elm,provides strong wood,0
oak,sheds leaves in autumn,1
chestnut,sheds leaves in autumn,0
willow,sheds leaves in autumn,0
elm,sheds leaves in autumn,0
buttercup,is planted,1
carnation,is planted,1
chestnut,is planted,1
oak,is planted,1
pansy,is planted,1
eucalyptus,is planted,1
sunflower,is planted,1
willow,is planted,1
daffodil,is planted,1
orchid,is planted,1
pine,is planted,1
daisy,is planted,1
lily,is planted,1
birch,is planted,1
elm,is planted,1
marigold,is planted,1
geranium,is planted,1
tulip,is planted,1
sycamore,is planted,1
hyacinth,is planted,1
dandelion,is planted,1
fir,is planted,1
poppy,is planted,1
rose,is planted,1
frog,is planted,0
hummingbird,is planted,0
suit,is planted,0
oyster,is planted,0
bacon,is planted,0
lobster,is planted,0
bear,is planted,0
scallop,is planted,0
worm,is planted,0
cockroach,is planted,0
lamb,is planted,0
hoe,is planted,0
calf,is planted,0
wren,is planted,0
owl,is planted,0
emu,is planted,0
stick_insect,is planted,0
beetle,is planted,0
hippo,is planted,0
microwave,is planted,0
cricket,is planted,0
crab,is planted,0
armchair,is planted,0
bee,is planted,0
ostrich,is planted,0
slug,is planted,0
wasp,is planted,0
jeans,is planted,0
flea,is planted,0
millipede,is planted,0
grasshopper,is planted,0
centipede,is planted,0
ferry,is planted,0
cage,is planted,0
lime,is planted,0
swan,is planted,0
penguin,is planted,0
snail,is planted,0
scorpion,is planted,0
crayfish,is planted,0
ham,is planted,0
toad,is planted,0
jellyfish,is planted,0
shrimp,is planted,0
table,is planted,0
mushroom,is planted,0
termite,is planted,0
ladybird,is planted,0
caterpillar,is planted,0
tractor,is planted,0
ant,is planted,0
octopus,is planted,0
spider,is planted,0
clam,is planted,0
sparrow,is planted,0
shark,is planted,0
pelican,is planted,0
hatchet,is planted,0
mussel,is planted,0
brussels_sprout,is planted,0
prawn,is planted,0
butterfly,is planted,0
seal,is planted,0
moth,is planted,0
tweezer,is planted,0
eagle,is planted,0
oak,grows slowly,1
chestnut,grows slowly,0
willow,grows slowly,0
elm,grows slowly,0
oak,is used for firewood,1
chestnut,is used for firewood,0
willow,is used for firewood,0
elm,is used for firewood,0
squid,has suckers,1
octopus,has suckers,1
oyster,has suckers,0
slug,has suckers,0
clam,has suckers,0
snail,has suckers,0
mussel,has suckers,0
scallop,has suckers,0
octopus,has eight tentacles,1
mussel,has eight tentacles,0
squid,has eight tentacles,0
scallop,has eight tentacles,0
squid,can squirt ink,1
octopus,can squirt ink,1
oyster,can squirt ink,0
slug,can squirt ink,0
clam,can squirt ink,0
snail,can squirt ink,0
mussel,can squirt ink,0
scallop,can squirt ink,0
squid,is a cephalopod,1
octopus,is a cephalopod,1
oyster,is a cephalopod,0
slug,is a cephalopod,0
clam,is a cephalopod,0
snail,is a cephalopod,0
mussel,is a cephalopod,0
scallop,is a cephalopod,0
oil_tanker,transports oil,1
ashtray,transports oil,0
yacht,transports oil,0
ship,transports oil,0
oil_tanker,is a ship,1
ashtray,is a ship,0
yacht,is a ship,0
ship,is a ship,0
oil_tanker,has a tank,1
ashtray,has a tank,0
yacht,has a tank,0
ship,has a tank,0
stove,can burn,1
oil_tanker,can burn,1
toaster,can burn,1
yacht,can burn,0
ship,can burn,0
refrigerator,can burn,0
ashtray,can burn,0
coffee_maker,can burn,0
oven,can burn,0
washing_machine,can burn,0
dishwasher,can burn,0
microwave,can burn,0
oil_tanker,can spill oil,1
ashtray,can spill oil,0
yacht,can spill oil,0
ship,can spill oil,0
ship,is targeted by pirates,1
oil_tanker,is targeted by pirates,1
tugboat,is targeted by pirates,0
ashtray,is targeted by pirates,0
submarine,is targeted by pirates,0
boat,is targeted by pirates,0
barge,is targeted by pirates,0
yacht,is targeted by pirates,0
olive,can be served as an appetizer,1
plum,can be served as an appetizer,0
cherry,can be served as an appetizer,0
peach,can be served as an appetizer,0
olive,can be pitted,1
plum,can be pitted,0
cherry,can be pitted,0
peach,can be pitted,0
olive,is pressed,1
plum,is pressed,0
cherry,is pressed,0
peach,is pressed,0
tuna,is stored in brine,1
olive,is stored in brine,1
plum,is stored in brine,0
mackerel,is stored in brine,0
peach,is stored in brine,0
cherry,is stored in brine,0
seahorse,is stored in brine,0
flounder,is stored in brine,0
turkey,can be stuffed,1
olive,can be stuffed,1
plum,can be stuffed,0
cockerel,can be stuffed,0
pigeon,can be stuffed,0
peach,can be stuffed,0
cherry,can be stuffed,0
chicken,can be stuffed,0
onion,can cause tears when chopped,1
cucumber,can cause tears when chopped,0
leek,can cause tears when chopped,0
mushroom,can cause tears when chopped,0
onion,has rings,1
cucumber,has rings,0
leek,has rings,0
mushroom,has rings,0
onion,can be spicy and tangy,1
radish,can be spicy and tangy,1
pumpkin,can be spicy and tangy,0
cucumber,can be spicy and tangy,0
celery,can be spicy and tangy,0
rhubarb,can be spicy and tangy,0
leek,can be spicy and tangy,0
mushroom,can be spicy and tangy,0
orchid,is difficult to grow,1
daisy,is difficult to grow,0
poppy,is difficult to grow,0
sunflower,is difficult to grow,0
organ,is used in church,1
piano,is used in church,0
harpsichord,is used in church,0
drum,is used in church,0
organ,has many pipes,1
piano,has many pipes,0
harpsichord,has many pipes,0
drum,has many pipes,0
organ,is found in a cathedral,1
piano,is found in a cathedral,0
harpsichord,is found in a cathedral,0
drum,is found in a cathedral,0
organ,is played by an organist,1
piano,is played by an organist,0
harpsichord,is played by an organist,0
drum,is played by an organist,0
ostrich,lays big eggs,1
hummingbird,lays big eggs,0
emu,lays big eggs,0
swan,lays big eggs,0
ostrich,buries head in sand,1
hummingbird,buries head in sand,0
emu,buries head in sand,0
swan,buries head in sand,0
oven,has a grill,1
toaster,has a grill,1
refrigerator,has a grill,0
coffee_maker,has a grill,0
microwave,has a grill,0
washing_machine,has a grill,0
dishwasher,has a grill,0
stove,has a grill,0
oven,has a glass door,1
microwave,has a glass door,0
toaster,has a glass door,0
stove,has a glass door,0
stove,has temperature controls,1
refrigerator,has temperature controls,1
oven,has temperature controls,1
washing_machine,has temperature controls,1
microwave,has temperature controls,1
toaster,has temperature controls,1
suit,has temperature controls,0
swimsuit,has temperature controls,0
robe,has temperature controls,0
coffee_maker,has temperature controls,0
helmet,has temperature controls,0
dishwasher,has temperature controls,0
wetsuit,has temperature controls,0
apron,has temperature controls,0
scarf,has temperature controls,0
sweater,has temperature controls,0
leotard,has temperature controls,0
veil,has temperature controls,0
skirt,has temperature controls,0
cap,has temperature controls,0
trouser,has temperature controls,0
gloves,has temperature controls,0
pajama,has temperature controls,0
shirt,has temperature controls,0
oven,is used to roast,1
stove,is used to roast,1
refrigerator,is used to roast,0
coffee_maker,is used to roast,0
washing_machine,is used to roast,0
dishwasher,is used to roast,0
microwave,is used to roast,0
toaster,is used to roast,0
owl,can rotate its head,1
buzzard,can rotate its head,0
eagle,can rotate its head,0
hawk,can rotate its head,0
owl,is a symbol of wisdom,1
buzzard,is a symbol of wisdom,0
eagle,is a symbol of wisdom,0
hawk,is a symbol of wisdom,0
owl,can make a hooting sound,1
buzzard,can make a hooting sound,0
eagle,can make a hooting sound,0
hawk,can make a hooting sound,0
owl,can be found in barns,1
buzzard,can be found in barns,0
eagle,can be found in barns,0
hawk,can be found in barns,0
owl,can see in the dark,1
buzzard,can see in the dark,0
eagle,can see in the dark,0
hawk,can see in the dark,0
peacock,has a small beak,1
sparrow,has a small beak,1
owl,has a small beak,1
hummingbird,has a small beak,0
ostrich,has a small beak,0
kingfisher,has a small beak,0
hawk,has a small beak,0
wren,has a small beak,0
emu,has a small beak,0
swan,has a small beak,0
woodpecker,has a small beak,0
eagle,has a small beak,0
owl,has silent flight,1
buzzard,has silent flight,0
eagle,has silent flight,0
hawk,has silent flight,0
owl,has tawny color,1
buzzard,has tawny color,0
eagle,has tawny color,0
hawk,has tawny color,0
ox,is used for ploughing,1
sheep,is used for ploughing,0
cow,is used for ploughing,0
goat,is used for ploughing,0
ox,is used to pull farming equipment,1
sheep,is used to pull farming equipment,0
cow,is used to pull farming equipment,0
goat,is used to pull farming equipment,0
ox,has large horns,1
sheep,has large horns,0
cow,has large horns,0
goat,has large horns,0
ox,can have long fur,1
sheep,can have long fur,0
cow,can have long fur,0
goat,can have long fur,0
ox,is common in developing countries,1
sheep,is common in developing countries,0
cow,is common in developing countries,0
goat,is common in developing countries,0
oyster,contains a pearl,1
clam,contains a pearl,0
mussel,contains a pearl,0
scallop,contains a pearl,0
oyster,can cling,1
clam,can cling,0
mussel,can cling,0
scallop,can cling,0
pansy,grows short,1
buttercup,grows short,0
geranium,grows short,0
dandelion,grows short,0
panther,has large paws,1
tiger,has large paws,1
wolf,has large paws,1
bear,has large paws,1
lion,has large paws,1
cheetah,has large paws,1
leopard,has large paws,1
hamster,has large paws,0
elephant,has large paws,0
cat,has large paws,0
porcupine,has large paws,0
skunk,has large paws,0
gerbil,has large paws,0
hyena,has large paws,0
otter,has large paws,0
rat,has large paws,0
fox,has large paws,0
monkey,has large paws,0
bat,has large paws,0
hippo,has large paws,0
dog,has large paws,0
whale,has large paws,0
raccoon,has large paws,0
seal,has large paws,0
mouse,has large paws,0
squirrel,has large paws,0
hedgehog,has large paws,0
beaver,has large paws,0
parakeet,mimics human speech,1
hummingbird,mimics human speech,0
budgie,mimics human speech,0
swan,mimics human speech,0
parakeet,sits on a perch,1
hummingbird,sits on a perch,0
budgie,sits on a perch,0
swan,sits on a perch,0
parka,is a type of coat,1
cloak,is a type of coat,0
jacket,is a type of coat,0
coat,is a type of coat,0
parka,is a type of jacket,1
cloak,is a type of jacket,0
jacket,is a type of jacket,0
coat,is a type of jacket,0
parka,is knee length,1
cloak,is knee length,0
jacket,is knee length,0
coat,is knee length,0
parka,has a fur hood,1
cloak,has a fur hood,0
jacket,has a fur hood,0
coat,has a fur hood,0
parsley,is a garnish,1
ketchup,is a garnish,0
sugar,is a garnish,0
garlic,is a garnish,0
parsley,can have flat or curved leaves,1
ketchup,can have flat or curved leaves,0
sugar,can have flat or curved leaves,0
garlic,can have flat or curved leaves,0
tomato,is used in sauces,1
parsley,is used in sauces,1
flour,is used in sauces,0
leek,is used in sauces,0
cake,is used in sauces,0
chocolate,is used in sauces,0
mushroom,is used in sauces,0
jelly,is used in sauces,0
partridge,builds nests on the ground,1
pigeon,builds nests on the ground,0
peacock,builds nests on the ground,0
chicken,builds nests on the ground,0
peach,has fuzzy skin,1
plum,has fuzzy skin,0
cherry,has fuzzy skin,0
olive,has fuzzy skin,0
peach,is soft when ripe,1
plum,is soft when ripe,1
blueberry,is soft when ripe,1
cherry,is soft when ripe,1
tomato,is soft when ripe,1
satsuma,is soft when ripe,1
banana,is soft when ripe,1
orange,is soft when ripe,1
date,is soft when ripe,1
lime,is soft when ripe,1
lemon,is soft when ripe,1
grapefruit,is soft when ripe,1
strawberry,is soft when ripe,1
kiwi,is soft when ripe,1
pear,is soft when ripe,1
tangerine,is soft when ripe,1
grape,is soft when ripe,1
nectarine,is soft when ripe,1
avocado,is soft when ripe,1
raspberry,is soft when ripe,1
mango,is soft when ripe,1
apricot,is soft when ripe,1
currant,is soft when ripe,0
ball,is soft when ripe,0
dice,is soft when ripe,0
basin,is soft when ripe,0
trowel,is soft when ripe,0
finger,is soft when ripe,0
club,is soft when ripe,0
balloon,is soft when ripe,0
cucumber,is soft when ripe,0
raisin,is soft when ripe,0
cupboard,is soft when ripe,0
revolver,is soft when ripe,0
rocket,is soft when ripe,0
dresser,is soft when ripe,0
scythe,is soft when ripe,0
kayak,is soft when ripe,0
cannon,is soft when ripe,0
van,is soft when ripe,0
pony,is soft when ripe,0
guitar,is soft when ripe,0
tray,is soft when ripe,0
bullet,is soft when ripe,0
catapult,is soft when ripe,0
basket,is soft when ripe,0
pine,is soft when ripe,0
ladle,is soft when ripe,0
cage,is soft when ripe,0
peanut,is soft when ripe,0
mirror,is soft when ripe,0
bin,is soft when ripe,0
snail,is soft when ripe,0
bean,is soft when ripe,0
raft,is soft when ripe,0
sultana,is soft when ripe,0
prune,is soft when ripe,0
yoyo,is soft when ripe,0
squid,is soft when ripe,0
pineapple,is soft when ripe,0
earmuffs,is soft when ripe,0
chest_of_drawers,is soft when ripe,0
caterpillar,is soft when ripe,0
bayonet,is soft when ripe,0
clam,is soft when ripe,0
dagger,is soft when ripe,0
rattle,is soft when ripe,0
mayonnaise,is soft when ripe,0
watermelon,is soft when ripe,0
goldfish,is soft when ripe,0
mussel,is soft when ripe,0
crossbow,is soft when ripe,0
champagne,is soft when ripe,0
gun,is soft when ripe,0
crocodile,is soft when ripe,0
broom,is soft when ripe,0
eagle,is soft when ripe,0
suit,is soft when ripe,0
scalpel,is soft when ripe,0
robin,is soft when ripe,0
hair,is soft when ripe,0
clarinet,is soft when ripe,0
box,is soft when ripe,0
hoe,is soft when ripe,0
leek,is soft when ripe,0
sink,is soft when ripe,0
coconut,is soft when ripe,0
corkscrew,is soft when ripe,0
nut,is soft when ripe,0
peeler,is soft when ripe,0
cricket,is soft when ripe,0
scarf,is soft when ripe,0
strainer,is soft when ripe,0
bolt,is soft when ripe,0
bag,is soft when ripe,0
bomb,is soft when ripe,0
chandelier,is soft when ripe,0
puppet,is soft when ripe,0
toaster,is soft when ripe,0
houseboat,is soft when ripe,0
clamp,is soft when ripe,0
apple,is soft when ripe,0
kite,is soft when ripe,0
barrel,is soft when ripe,0
chopping_board,is soft when ripe,0
turnip,is soft when ripe,0
drill,is soft when ripe,0
melon,is soft when ripe,0
olive,is soft when ripe,0
termite,is soft when ripe,0
flour,is soft when ripe,0
ant,is soft when ripe,0
cake,is soft when ripe,0
coach,is soft when ripe,0
chocolate,is soft when ripe,0
armor,is soft when ripe,0
train,is soft when ripe,0
shark,is soft when ripe,0
spirit_level,is soft when ripe,0
wallet,is soft when ripe,0
rake,is soft when ripe,0
oil_tanker,is soft when ripe,0
bus,is soft when ripe,0
doll,is soft when ripe,0
bathtub,is soft when ripe,0
plow,is soft when ripe,0
peacock,has long feathers,1
turkey,has long feathers,0
partridge,has long feathers,0
chicken,has long feathers,0
peacock,is considered to be proud,1
turkey,is considered to be proud,0
partridge,is considered to be proud,0
chicken,is considered to be proud,0
peacock,has bright feathers,1
turkey,has bright feathers,0
partridge,has bright feathers,0
chicken,has bright feathers,0
peacock,makes a screeching sound,1
seagull,makes a screeching sound,1
violin,makes a screeching sound,1
hummingbird,makes a screeching sound,0
parakeet,makes a screeching sound,0
guitar,makes a screeching sound,0
banjo,makes a screeching sound,0
cello,makes a screeching sound,0
wren,makes a screeching sound,0
emu,makes a screeching sound,0
swan,makes a screeching sound,0
sparrow,makes a screeching sound,0
peacock,has a fanned tail,1
turkey,has a fanned tail,0
partridge,has a fanned tail,0
chicken,has a fanned tail,0
peacock,has an extravagant tail,1
turkey,has an extravagant tail,0
partridge,has an extravagant tail,0
chicken,has an extravagant tail,0
hummingbird,has tail feathers,1
robin,has tail feathers,1
buzzard,has tail feathers,1
wren,has tail feathers,1
emu,has tail feathers,1
owl,has tail feathers,1
peacock,has tail feathers,1
duck,has tail feathers,1
dove,has tail feathers,1
flamingo,has tail feathers,1
ostrich,has tail feathers,1
partridge,has tail feathers,1
goose,has tail feathers,1
budgie,has tail feathers,1
penguin,has tail feathers,1
crane,has tail feathers,1
swan,has tail feathers,1
turkey,has tail feathers,1
woodpecker,has tail feathers,1
falcon,has tail feathers,1
parakeet,has tail feathers,1
heron,has tail feathers,1
kingfisher,has tail feathers,1
hawk,has tail feathers,1
cockerel,has tail feathers,1
canary,has tail feathers,1
sparrow,has tail feathers,1
chicken,has tail feathers,1
magpie,has tail feathers,1
pelican,has tail feathers,1
seagull,has tail feathers,1
raven,has tail feathers,1
starling,has tail feathers,1
nightingale,has tail feathers,1
pigeon,has tail feathers,1
eagle,has tail feathers,1
tiger,has tail feathers,0
wolf,has tail feathers,0
bear,has tail feathers,0
sardine,has tail feathers,0
cow,has tail feathers,0
seahorse,has tail feathers,0
otter,has tail feathers,0
flounder,has tail feathers,0
alligator,has tail feathers,0
horse,has tail feathers,0
calf,has tail feathers,0
buffalo,has tail feathers,0
stick_insect,has tail feathers,0
iguana,has tail feathers,0
bat,has tail feathers,0
hippo,has tail feathers,0
crab,has tail feathers,0
cod,has tail feathers,0
pony,has tail feathers,0
lion,has tail feathers,0
llama,has tail feathers,0
millipede,has tail feathers,0
rabbit,has tail feathers,0
lizard,has tail feathers,0
pig,has tail feathers,0
camel,has tail feathers,0
snail,has tail feathers,0
mosquito,has tail feathers,0
dolphin,has tail feathers,0
herring,has tail feathers,0
toad,has tail feathers,0
chipmunk,has tail feathers,0
salmon,has tail feathers,0
sheep,has tail feathers,0
squid,has tail feathers,0
gerbil,has tail feathers,0
guinea_pig,has tail feathers,0
goat,has tail feathers,0
rat,has tail feathers,0
fox,has tail feathers,0
caterpillar,has tail feathers,0
tarantula,has tail feathers,0
octopus,has tail feathers,0
moose,has tail feathers,0
spider,has tail feathers,0
clam,has tail feathers,0
platypus,has tail feathers,0
dog,has tail feathers,0
minnow,has tail feathers,0
goldfish,has tail feathers,0
mussel,has tail feathers,0
raccoon,has tail feathers,0
tortoise,has tail feathers,0
rhino,has tail feathers,0
butterfly,has tail feathers,0
mouse,has tail feathers,0
moth,has tail feathers,0
crocodile,has tail feathers,0
beaver,has tail feathers,0
walrus,has tail feathers,0
frog,has tail feathers,0
mackerel,has tail feathers,0
oyster,has tail feathers,0
skunk,has tail feathers,0
trout,has tail feathers,0
scallop,has tail feathers,0
hyena,has tail feathers,0
worm,has tail feathers,0
lamb,has tail feathers,0
monkey,has tail feathers,0
beetle,has tail feathers,0
cricket,has tail feathers,0
bee,has tail feathers,0
panther,has tail feathers,0
slug,has tail feathers,0
zebra,has tail feathers,0
wasp,has tail feathers,0
flea,has tail feathers,0
giraffe,has tail feathers,0
centipede,has tail feathers,0
squirrel,has tail feathers,0
cheetah,has tail feathers,0
leopard,has tail feathers,0
tuna,has tail feathers,0
scorpion,has tail feathers,0
crayfish,has tail feathers,0
elephant,has tail feathers,0
hamster,has tail feathers,0
cat,has tail feathers,0
porcupine,has tail feathers,0
gorilla,has tail feathers,0
jellyfish,has tail feathers,0
shrimp,has tail feathers,0
carp,has tail feathers,0
termite,has tail feathers,0
donkey,has tail feathers,0
ladybird,has tail feathers,0
kangaroo,has tail feathers,0
eel,has tail feathers,0
shark,has tail feathers,0
ox,has tail feathers,0
whale,has tail feathers,0
deer,has tail feathers,0
seal,has tail feathers,0
dragonfly,has tail feathers,0
hedgehog,has tail feathers,0
turtle,has tail feathers,0
rattlesnake,has tail feathers,0
peanut,can be sold salted,1
nut,can be sold salted,0
coconut,can be sold salted,0
date,can be sold salted,0
peanut,is eaten by elephants,1
nut,is eaten by elephants,0
coconut,is eaten by elephants,0
date,is eaten by elephants,0
sugar,can be light brown in color,1
sultana,can be light brown in color,1
peanut,can be light brown in color,1
kite,can be light brown in color,0
catapult,can be light brown in color,0
balloon,can be light brown in color,0
flour,can be light brown in color,0
cake,can be light brown in color,0
coconut,can be light brown in color,0
date,can be light brown in color,0
chocolate,can be light brown in color,0
nut,can be light brown in color,0
peanut,can be sold with honey flavor,1
nut,can be sold with honey flavor,0
coconut,can be sold with honey flavor,0
date,can be sold with honey flavor,0
peanut,can choke,1
nut,can choke,0
coconut,can choke,0
date,can choke,0
pear,is bell shaped,1
apple,is bell shaped,0
avocado,is bell shaped,0
date,is bell shaped,0
peeler,can peel,1
spirit_level,can peel,0
clamp,can peel,0
mirror,can peel,0
peeler,is used to peel vegetables,1
spirit_level,is used to peel vegetables,0
clamp,is used to peel vegetables,0
mirror,is used to peel vegetables,0
peeler,is used to peel fruits,1
spirit_level,is used to peel fruits,0
clamp,is used to peel fruits,0
mirror,is used to peel fruits,0
peeler,can remove skin,1
tweezer,can remove skin,1
hammer,can remove skin,0
spirit_level,can remove skin,0
clamp,can remove skin,0
mirror,can remove skin,0
trowel,can remove skin,0
shovel,can remove skin,0
pelican,has a throat pouch,1
seagull,has a throat pouch,0
penguin,has a throat pouch,0
swan,has a throat pouch,0
pelican,can eat smaller birds,1
seagull,can eat smaller birds,0
penguin,can eat smaller birds,0
swan,can eat smaller birds,0
penguin,lives in Antarctica,1
pelican,lives in Antarctica,0
seagull,lives in Antarctica,0
swan,lives in Antarctica,0
penguin,lives in a huddle,1
pelican,lives in a huddle,0
seagull,lives in a huddle,0
swan,lives in a huddle,0
penguin,is hunted by whales,1
pelican,is hunted by whales,0
seagull,is hunted by whales,0
swan,is hunted by whales,0
penguin,keeps its eggs warm by its foot,1
pelican,keeps its eggs warm by its foot,0
seagull,keeps its eggs warm by its foot,0
swan,keeps its eggs warm by its foot,0
penguin,lives on icebergs,1
pelican,lives on icebergs,0
seagull,lives on icebergs,0
swan,lives on icebergs,0
penguin,is hunted by sealions,1
pelican,is hunted by sealions,0
seagull,is hunted by sealions,0
swan,is hunted by sealions,0
penknife,has multiple tools in it,1
knife,has multiple tools in it,0
scalpel,has multiple tools in it,0
chisel,has multiple tools in it,0
penknife,is a small knife,1
knife,is a small knife,0
scalpel,is a small knife,0
chisel,is a small knife,0
penknife,has a corkscrew,1
knife,has a corkscrew,0
scalpel,has a corkscrew,0
chisel,has a corkscrew,0
penknife,has knives,1
knife,has knives,0
scalpel,has knives,0
chisel,has knives,0
penknife,has scissors,1
knife,has scissors,0
scalpel,has scissors,0
chisel,has scissors,0
penknife,can flick out,1
knife,can flick out,0
scalpel,can flick out,0
chisel,can flick out,0
penknife,has a nail clipper,1
knife,has a nail clipper,0
scalpel,has a nail clipper,0
chisel,has a nail clipper,0
